Question ID: 1; Prediction: b; Correct Answer: c; [[-934.96529606564036], [-920.06105536259679], [-983.75811539794893], [-972.30237719994318], [-973.40980363812582]]; False.
Question ID: 524; Prediction: d; Correct Answer: d; [[-977.25213803299505], [-979.27333491349145], [-1026.5469304943092], [-851.05372519872515], [-867.37196370679681]]; True.
Question ID: 525; Prediction: e; Correct Answer: e; [[-893.12111785715558], [-854.1415034280235], [-993.40815097348889], [-822.6440158098867], [-742.89958327922125]]; True.
Question ID: 526; Prediction: d; Correct Answer: e; [[-691.39750498491969], [-683.88108418659147], [-646.478434805706], [-602.44795864342666], [-716.58077535364953]]; False.
Question ID: 527; Prediction: d; Correct Answer: d; [[-1187.4988244646825], [-1105.4850924968277], [-1181.2659493118588], [-1032.7300198170651], [-1110.5187467849448]]; True.
Question ID: 528; Prediction: a; Correct Answer: d; [[-562.94293259562573], [-734.31864462568831], [-816.10164055332382], [-741.20418162509225], [-719.54649118775296]]; False.
Question ID: 529; Prediction: c; Correct Answer: b; [[-780.7310331904207], [-788.48142039137906], [-537.69491487004893], [-640.58205611384324], [-772.13270545957414]]; False.
Question ID: 530; Prediction: c; Correct Answer: b; [[-822.83939408205674], [-914.75645313548966], [-771.30899757613838], [-843.81147927419124], [-790.24770244898968]]; False.
Question ID: 531; Prediction: a; Correct Answer: b; [[-699.60654550335551], [-827.69755950542788], [-757.69831287359818], [-810.12599393667335], [-772.59842858593788]]; False.
Question ID: 532; Prediction: e; Correct Answer: c; [[-1136.8476909598833], [-1117.9550727482269], [-1135.9283698569966], [-1132.2452937066541], [-1089.6505638543599]]; False.
Question ID: 533; Prediction: e; Correct Answer: c; [[-1309.1871551903605], [-1236.6092215181038], [-1315.8293457849743], [-1349.6284906442613], [-1195.0884013508869]]; False.
Question ID: 534; Prediction: e; Correct Answer: b; [[-811.23939139232198], [-1012.434986937586], [-873.52793041601421], [-805.85135693764869], [-751.18824007947921]]; False.
Question ID: 535; Prediction: d; Correct Answer: b; [[-1034.4211006345147], [-1076.0699861518958], [-1109.4785325494379], [-1031.0257406969586], [-1076.5821812251395]]; False.
Question ID: 536; Prediction: d; Correct Answer: b; [[-901.26427653937378], [-846.46324110700743], [-817.72226183413272], [-735.6180644507441], [-922.15020445519247]]; False.
Question ID: 537; Prediction: b; Correct Answer: e; [[-916.87152696826354], [-834.26605269516608], [-879.36898932474526], [-913.71132921275921], [-1004.4091870259958]]; False.
Question ID: 538; Prediction: d; Correct Answer: b; [[-596.52956109365937], [-609.54014124838795], [-706.31704942721535], [-561.37633112645824], [-579.3410441509435]]; False.
Question ID: 539; Prediction: a; Correct Answer: b; [[-819.68976711575124], [-880.81201261269689], [-820.17635748251723], [-856.73783388165714], [-894.29402221144369]]; False.
Question ID: 540; Prediction: e; Correct Answer: b; [[-925.5743290765314], [-903.46818367248625], [-857.95928922015548], [-972.35991572687897], [-834.73809381429783]]; False.
Question ID: 541; Prediction: d; Correct Answer: c; [[-1032.662899821303], [-1029.9030829705564], [-1028.5184024054142], [-798.86810721680911], [-1067.1358496141256]]; False.
Question ID: 542; Prediction: b; Correct Answer: b; [[-1177.4493540265776], [-1140.2847746069112], [-1170.1428383889729], [-1192.042272145691], [-1165.0580076739116]]; True.
Question ID: 543; Prediction: e; Correct Answer: a; [[-1003.8668706757957], [-1001.4520859816123], [-940.38952426276478], [-938.2900451335787], [-876.58521616059124]]; False.
Question ID: 544; Prediction: d; Correct Answer: c; [[-1163.5777094075086], [-1126.5273208162539], [-1075.3915627103586], [-1054.7215636992291], [-1158.6773310233793]]; False.
Question ID: 545; Prediction: c; Correct Answer: a; [[-915.31083049945926], [-894.78632710469947], [-892.51512715847855], [-900.94190767130624], [-911.93921770425413]]; False.
Question ID: 546; Prediction: d; Correct Answer: c; [[-1161.8002716807498], [-1194.7830006947227], [-1223.9736887834556], [-1115.7459248573725], [-1155.0289278499299]]; False.
Question ID: 547; Prediction: c; Correct Answer: d; [[-794.62878861841511], [-926.64645819880934], [-753.97264798110916], [-875.0742190087467], [-805.96216254364413]]; False.
Question ID: 548; Prediction: b; Correct Answer: e; [[-1009.1784566903381], [-934.64803320753947], [-1027.1111053465172], [-992.31633080218933], [-959.03199872833829]]; False.
Question ID: 549; Prediction: a; Correct Answer: c; [[-1044.242284401254], [-1087.9746605026151], [-1073.0930051895427], [-1101.7962514427566], [-1053.4530883937828]]; False.
Question ID: 550; Prediction: a; Correct Answer: a; [[-1107.1800696667851], [-1141.8482334580472], [-1121.9454349256887], [-1155.3588493070677], [-1112.2865173140822]]; True.
Question ID: 551; Prediction: c; Correct Answer: d; [[-874.97933567669395], [-851.42518580028764], [-783.74057518113568], [-827.79653201841063], [-854.46227628913596]]; False.
Question ID: 552; Prediction: b; Correct Answer: b; [[-958.43192945479746], [-868.89127322388742], [-1018.0442336291145], [-920.99938711796085], [-1044.0614486582631]]; True.
Question ID: 553; Prediction: a; Correct Answer: c; [[-998.74346547949347], [-1085.1022064191529], [-1065.8097210119902], [-1043.9342925684432], [-1075.1909064757028]]; False.
Question ID: 554; Prediction: b; Correct Answer: b; [[-780.20425959026068], [-689.14001777631654], [-745.68889996162613], [-737.03611634811182], [-773.50976229440391]]; True.
Question ID: 555; Prediction: b; Correct Answer: a; [[-933.61235823043705], [-801.38143740379087], [-927.3258807768517], [-847.12970930487916], [-900.28355088588]]; False.
Question ID: 556; Prediction: c; Correct Answer: b; [[-772.39218886644449], [-784.30946897936201], [-710.07642593281992], [-741.64416343143921], [-910.04987635475743]]; False.
Question ID: 557; Prediction: b; Correct Answer: e; [[-918.81839242235276], [-822.0508702992845], [-935.01085478283312], [-831.87432320415473], [-868.43120857993085]]; False.
Question ID: 558; Prediction: b; Correct Answer: c; [[-1164.3248538916325], [-1100.0755747005535], [-1208.9671537639006], [-1154.0537001656162], [-1145.883762138893]]; False.
Question ID: 559; Prediction: d; Correct Answer: d; [[-965.99831099066807], [-937.8171929307357], [-953.62879721826482], [-898.83330980989274], [-978.71088458056261]]; True.
Question ID: 560; Prediction: a; Correct Answer: d; [[-695.76947134604166], [-841.86570520838529], [-852.12019008030927], [-760.58944469817504], [-786.55396513708115]]; False.
Question ID: 561; Prediction: b; Correct Answer: b; [[-754.42599492086413], [-638.681282102154], [-652.34453377936302], [-727.33415523363055], [-696.58842770639387]]; True.
Question ID: 562; Prediction: c; Correct Answer: e; [[-1091.9024431083938], [-1080.8867429517518], [-1003.2785561434613], [-1060.2548375676552], [-1152.1912634922355]]; False.
Question ID: 563; Prediction: b; Correct Answer: c; [[-537.46424903767206], [-309.70133484569743], [-412.04710783338777], [-407.10846435035245], [-366.37915484765955]]; False.
Question ID: 564; Prediction: e; Correct Answer: b; [[-992.13269917461344], [-1031.7605995312383], [-963.56836904265219], [-994.03360846486657], [-940.96303889346063]]; False.
Question ID: 565; Prediction: a; Correct Answer: c; [[-874.35431631372637], [-940.0403253149268], [-963.98899280724561], [-947.20291025605968], [-900.10627690554213]]; False.
Question ID: 566; Prediction: d; Correct Answer: c; [[-933.38040899703446], [-816.80026869896255], [-981.72229362186101], [-796.96633089832176], [-870.30517632276451]]; False.
Question ID: 567; Prediction: b; Correct Answer: b; [[-856.95937842856949], [-690.33543571330654], [-875.86318701366736], [-919.5438411254537], [-885.34395973114738]]; True.
Question ID: 568; Prediction: b; Correct Answer: c; [[-897.32127711760643], [-844.9928136234297], [-869.80069111495447], [-850.09441096264902], [-854.84898635722459]]; False.
Question ID: 569; Prediction: c; Correct Answer: b; [[-716.48489895500211], [-695.21253247122866], [-663.16181085973801], [-687.82227659943533], [-750.29266406063243]]; False.
Question ID: 570; Prediction: b; Correct Answer: d; [[-937.83135632308245], [-922.28381562655568], [-1042.6872348679963], [-1044.9576427592458], [-986.92898549438871]]; False.
Question ID: 571; Prediction: b; Correct Answer: a; [[-886.21174946130668], [-861.58518746970276], [-885.3224486358439], [-991.64395008490408], [-875.0515574724086]]; False.
Question ID: 572; Prediction: c; Correct Answer: d; [[-1303.557471064868], [-1350.7218171211584], [-1229.2480459086655], [-1268.0025010797558], [-1247.542647546825]]; False.
Question ID: 573; Prediction: c; Correct Answer: a; [[-660.5815767949864], [-591.30297345845588], [-458.82899255945205], [-578.79977797555432], [-587.23575855596164]]; False.
Question ID: 574; Prediction: d; Correct Answer: d; [[-764.65031892349623], [-757.06596965578012], [-764.75917853623446], [-710.05103646303189], [-836.13297581507675]]; True.
Question ID: 575; Prediction: b; Correct Answer: d; [[-1008.0481131878338], [-939.72778478979126], [-1034.5105537332088], [-1091.795493429813], [-996.51738586128636]]; False.
Question ID: 576; Prediction: e; Correct Answer: e; [[-783.46765663633369], [-779.40008600560157], [-749.7580153898358], [-760.15941651972457], [-748.84824163572762]]; True.
Question ID: 577; Prediction: e; Correct Answer: c; [[-1189.8425540918461], [-1175.4868199145142], [-1091.3321594503605], [-1156.9821003745315], [-1066.2908252739487]]; False.
Question ID: 578; Prediction: a; Correct Answer: c; [[-961.79903559836589], [-1042.8568835612734], [-1055.2989719360801], [-1035.9610795708911], [-1106.6608717651636]]; False.
Question ID: 579; Prediction: e; Correct Answer: e; [[-1127.7947685054935], [-1093.6918780475262], [-1078.3017128596939], [-1123.0208295153575], [-1054.8169599993903]]; True.
Question ID: 580; Prediction: e; Correct Answer: e; [[-789.7709664897576], [-786.58792279707029], [-841.98507186404129], [-807.09075534914609], [-783.19378070941923]]; True.
Question ID: 581; Prediction: e; Correct Answer: a; [[-893.0488898581209], [-870.99707119020024], [-819.94339259807089], [-808.43876124411781], [-611.88841054449392]]; False.
Question ID: 582; Prediction: e; Correct Answer: c; [[-782.46557793025818], [-805.54181125591913], [-863.97308099926192], [-842.57174382634651], [-746.46967999535286]]; False.
Question ID: 583; Prediction: b; Correct Answer: b; [[-1007.7907670249332], [-865.89632716253743], [-942.51988111335686], [-998.33483010951795], [-955.50288930793124]]; True.
Question ID: 584; Prediction: b; Correct Answer: d; [[-864.04091426300272], [-847.38769313078171], [-860.42714268401073], [-930.00314394729423], [-906.8043600023301]]; False.
Question ID: 585; Prediction: a; Correct Answer: e; [[-604.48790354074424], [-737.70455791514667], [-666.20782329725398], [-705.41921077756683], [-652.36898062822308]]; False.
Question ID: 586; Prediction: a; Correct Answer: a; [[-830.13887422486584], [-998.39414625665381], [-950.99658629983321], [-867.84348931576585], [-941.29454169885639]]; True.
Question ID: 587; Prediction: a; Correct Answer: c; [[-636.0189195615352], [-818.78567484466555], [-650.98569706015951], [-776.32369074494], [-663.84384394888934]]; False.
Question ID: 588; Prediction: a; Correct Answer: d; [[-1145.6688627137314], [-1320.1721985022716], [-1201.3609997963151], [-1186.6159336794506], [-1250.6867061021915]]; False.
Question ID: 589; Prediction: c; Correct Answer: b; [[-1288.0782269692047], [-1277.0922420409765], [-1156.7199638763093], [-1237.442194750505], [-1162.3212562570836]]; False.
Question ID: 590; Prediction: c; Correct Answer: a; [[-955.53579237204679], [-977.01037952925935], [-690.0186123143485], [-977.1798488708688], [-807.49540199312821]]; False.
Question ID: 591; Prediction: d; Correct Answer: c; [[-971.06048977012563], [-969.95582353663985], [-1027.1292740116314], [-956.73367052208084], [-957.09119721431716]]; False.
Question ID: 592; Prediction: a; Correct Answer: e; [[-660.09771498849307], [-792.12106857974572], [-682.91779619787815], [-711.60847128205057], [-771.21430139002484]]; False.
Question ID: 593; Prediction: b; Correct Answer: a; [[-1231.3645768208194], [-985.78315839770471], [-1110.9089093040373], [-1121.57801314792], [-1061.964119717991]]; False.
Question ID: 594; Prediction: b; Correct Answer: a; [[-862.79287448421496], [-849.49359170880018], [-908.40854787188482], [-931.87846853427732], [-906.49724796175508]]; False.
Question ID: 595; Prediction: c; Correct Answer: a; [[-1107.7327915646902], [-973.13448790839186], [-935.07554691450639], [-1115.5081935358407], [-1068.2973986521722]]; False.
Question ID: 596; Prediction: a; Correct Answer: a; [[-936.42657404444333], [-942.36722837921889], [-1091.6557392646926], [-1031.6106749494838], [-979.938103228876]]; True.
Question ID: 597; Prediction: b; Correct Answer: c; [[-990.07734688477126], [-932.37456378838692], [-934.92443319080087], [-953.35867800283836], [-933.45521420185457]]; False.
Question ID: 598; Prediction: e; Correct Answer: a; [[-1156.1039439909009], [-1157.4581867208333], [-1225.2396033622833], [-1205.2239600144596], [-1089.9331672504557]]; False.
Question ID: 599; Prediction: d; Correct Answer: d; [[-965.52691967161434], [-970.63899369504236], [-870.05783611130209], [-863.64562381598819], [-910.19988084939155]]; True.
Question ID: 600; Prediction: a; Correct Answer: b; [[-642.9424266141549], [-649.33280771112743], [-704.55250106095502], [-823.26515577257908], [-740.14875682136233]]; False.
Question ID: 601; Prediction: d; Correct Answer: b; [[-873.98764160926908], [-888.2176025616136], [-902.55127935436883], [-856.27009332852435], [-870.56441058255098]]; False.
Question ID: 602; Prediction: b; Correct Answer: c; [[-1081.2859012935292], [-1022.6372491775536], [-1066.9403334729357], [-1050.4378222740106], [-1067.1208248174748]]; False.
Question ID: 603; Prediction: b; Correct Answer: e; [[-1178.690424383193], [-1144.0946017097954], [-1220.0048922372778], [-1177.4160996037306], [-1164.287416794328]]; False.
Question ID: 604; Prediction: a; Correct Answer: a; [[-618.51245810273849], [-813.18026348181638], [-700.01283602011915], [-831.02213865676117], [-726.03328465946754]]; True.
Question ID: 605; Prediction: c; Correct Answer: e; [[-815.56938073931474], [-835.9849025993808], [-659.372743036369], [-816.40148345628211], [-727.91031394653805]]; False.
Question ID: 606; Prediction: c; Correct Answer: d; [[-937.63240351294701], [-902.14908475409686], [-772.20593154826656], [-976.05274593098727], [-893.47012540723938]]; False.
Question ID: 607; Prediction: a; Correct Answer: e; [[-737.13278930622857], [-774.11200862239889], [-907.50303974506528], [-755.40457946954996], [-761.27584388120715]]; False.
Question ID: 608; Prediction: d; Correct Answer: a; [[-641.07149105923804], [-748.31566530296129], [-696.86508805853055], [-565.73086605284016], [-656.51541307532239]]; False.
Question ID: 609; Prediction: b; Correct Answer: a; [[-796.39519282021729], [-718.85980104615339], [-813.57873725696402], [-728.76014290343176], [-831.42669607225685]]; False.
Question ID: 610; Prediction: b; Correct Answer: e; [[-850.55297384743005], [-737.19270458681376], [-841.61684827641375], [-878.90703272919802], [-872.15515474002689]]; False.
Question ID: 611; Prediction: d; Correct Answer: e; [[-1200.8791314787675], [-1217.746438006061], [-1181.3411659056246], [-1158.4748693491879], [-1250.7446177007528]]; False.
Question ID: 612; Prediction: c; Correct Answer: a; [[-589.03523029211397], [-703.4044324636692], [-556.64599684999803], [-625.32032181291868], [-585.42290293893143]]; False.
Question ID: 613; Prediction: d; Correct Answer: c; [[-892.02643851265498], [-837.11820810699248], [-840.81782947857153], [-609.12747211909061], [-827.12978993574006]]; False.
Question ID: 614; Prediction: d; Correct Answer: b; [[-897.18187937446135], [-962.64969481525304], [-820.65609800402717], [-710.60108722589985], [-873.51228444319429]]; False.
Question ID: 615; Prediction: a; Correct Answer: e; [[-703.05787463601496], [-757.27844339728472], [-760.0990536368048], [-784.52798654315848], [-776.63746433219842]]; False.
Question ID: 616; Prediction: c; Correct Answer: e; [[-720.64473841933818], [-690.93474925639919], [-610.71586622620748], [-737.23158204729441], [-803.40818441667886]]; False.
Question ID: 617; Prediction: d; Correct Answer: b; [[-565.59058456380399], [-625.59052450358172], [-632.72264558205666], [-541.38309285619607], [-584.77997400523577]]; False.
Question ID: 618; Prediction: c; Correct Answer: c; [[-601.11407835080081], [-719.18087461048981], [-563.59252194472435], [-717.73697194775718], [-568.15668093452041]]; True.
Question ID: 619; Prediction: c; Correct Answer: d; [[-524.7359201385259], [-537.65460944656854], [-505.47842263563956], [-543.23696010067692], [-712.77990474363048]]; False.
Question ID: 620; Prediction: d; Correct Answer: a; [[-766.11083693943999], [-702.20543677685805], [-792.51805068667659], [-629.61338359704428], [-648.53305477134097]]; False.
Question ID: 621; Prediction: e; Correct Answer: d; [[-723.66270422452578], [-745.30983821353414], [-765.61535828596197], [-785.88270906548257], [-708.11978106892991]]; False.
Question ID: 622; Prediction: b; Correct Answer: e; [[-1186.1739508393275], [-1085.0353700778073], [-1174.7122750747769], [-1158.1634167007946], [-1135.8985808172779]]; False.
Question ID: 623; Prediction: e; Correct Answer: d; [[-851.41869921977593], [-842.34489492180251], [-891.13804618764357], [-818.21942567263864], [-797.38152154014358]]; False.
Question ID: 624; Prediction: c; Correct Answer: a; [[-1063.7931071106475], [-1023.7178164476094], [-915.68908581517746], [-1034.3514397093729], [-966.62526174238417]]; False.
Question ID: 625; Prediction: c; Correct Answer: b; [[-892.34720415813592], [-945.92745545203127], [-883.19363896615232], [-896.37441729167153], [-993.9132258570005]]; False.
Question ID: 626; Prediction: a; Correct Answer: e; [[-273.62311738065443], [-348.51158687840689], [-400.34891820291227], [-315.39207387034156], [-333.70718164693443]]; False.
Question ID: 627; Prediction: b; Correct Answer: d; [[-861.63424538211177], [-801.74991648457581], [-888.48505559044872], [-856.91866700731907], [-810.96386205330305]]; False.
Question ID: 628; Prediction: b; Correct Answer: c; [[-1004.0479859239476], [-889.74924540370307], [-1026.2953132410535], [-1038.0408840138093], [-982.0912362233322]]; False.
Question ID: 629; Prediction: e; Correct Answer: d; [[-807.64982505323064], [-800.71132605456762], [-792.37033690122826], [-853.80544382255221], [-788.76196278078714]]; False.
Question ID: 630; Prediction: a; Correct Answer: d; [[-930.41230055341828], [-937.42644149451883], [-982.46901114096215], [-987.98901017955495], [-990.94320665359942]]; False.
Question ID: 631; Prediction: d; Correct Answer: d; [[-939.64081046940225], [-944.09299135407991], [-924.17405813330595], [-832.11131748902415], [-1020.0715583341283]]; True.
Question ID: 632; Prediction: c; Correct Answer: a; [[-965.03604808220848], [-1146.2907506568233], [-827.02308702081825], [-1098.8157249158082], [-912.30365600134644]]; False.
Question ID: 633; Prediction: e; Correct Answer: a; [[-978.1011542237469], [-1045.1031718426595], [-1107.4851531836321], [-1030.6738535378743], [-934.57941648805706]]; False.
Question ID: 634; Prediction: a; Correct Answer: d; [[-729.66068991598877], [-995.84399855299137], [-925.13432623499739], [-957.14457332864549], [-1009.8108534401324]]; False.
Question ID: 635; Prediction: e; Correct Answer: c; [[-372.04266094983285], [-573.71570292234753], [-488.59216761771131], [-525.51409938004372], [-340.40120226642193]]; False.
Question ID: 636; Prediction: b; Correct Answer: e; [[-747.32154156183606], [-731.7609015025389], [-785.42628070438639], [-797.87625278970324], [-764.92714683541294]]; False.
Question ID: 637; Prediction: a; Correct Answer: b; [[-750.00829760225804], [-833.97660101243025], [-826.22212727403371], [-928.79655411930514], [-790.48942587507088]]; False.
Question ID: 638; Prediction: d; Correct Answer: a; [[-849.15678102100776], [-859.69589892584065], [-927.63281660294217], [-798.81000949432814], [-799.54677548505572]]; False.
Question ID: 639; Prediction: e; Correct Answer: b; [[-751.09901144653213], [-706.21979564319031], [-806.3707929468394], [-731.0286426538014], [-675.84634099911659]]; False.
Question ID: 640; Prediction: e; Correct Answer: c; [[-793.73154227057466], [-820.76199448785792], [-760.34789172296644], [-710.91607923873801], [-630.99399076932866]]; False.
Question ID: 641; Prediction: a; Correct Answer: b; [[-523.96004148297334], [-713.49419010425606], [-626.75429364777312], [-587.52125494644201], [-615.59739627231261]]; False.
Question ID: 642; Prediction: a; Correct Answer: c; [[-734.55507502267915], [-924.25532444429666], [-924.27405912367976], [-916.36935876517771], [-1011.4266977654214]]; False.
Question ID: 643; Prediction: b; Correct Answer: d; [[-860.38770055035309], [-777.08859011595291], [-974.92752604913119], [-975.1609317594324], [-900.65389280514682]]; False.
Question ID: 644; Prediction: c; Correct Answer: a; [[-905.19068841812123], [-941.60614218548619], [-817.60568370348199], [-899.2440423060375], [-1011.0108115018622]]; False.
Question ID: 645; Prediction: b; Correct Answer: b; [[-909.82998161063483], [-803.16104255920038], [-906.34671851369387], [-928.34685739780093], [-1054.2711365883254]]; True.
Question ID: 646; Prediction: d; Correct Answer: c; [[-647.59958800950403], [-656.29382317227498], [-610.44188797737809], [-571.22668599033386], [-644.08484136009599]]; False.
Question ID: 647; Prediction: a; Correct Answer: b; [[-957.23886833925383], [-1251.8805285969886], [-1185.5688227339053], [-1178.6345306881033], [-1252.0075849556194]]; False.
Question ID: 648; Prediction: c; Correct Answer: a; [[-1000.9521256356443], [-1013.9748343167349], [-824.53814831764419], [-976.45594619292899], [-1015.7326364120615]]; False.
Question ID: 649; Prediction: d; Correct Answer: c; [[-868.93286813870816], [-898.5959423982855], [-979.05554114371], [-846.09942994909386], [-893.59876806641]]; False.
Question ID: 650; Prediction: c; Correct Answer: a; [[-1111.5719046929621], [-1031.9614261636757], [-996.78187023123962], [-1010.8797183835385], [-1118.5235085781824]]; False.
Question ID: 651; Prediction: b; Correct Answer: b; [[-1161.6783871926882], [-955.6986815507272], [-978.06985722535694], [-1036.4685221312891], [-1057.7806902503701]]; True.
Question ID: 652; Prediction: c; Correct Answer: c; [[-1004.5390627166914], [-1034.0450482027941], [-955.31550858038702], [-1019.4925701250936], [-1077.1539643141559]]; True.
Question ID: 653; Prediction: e; Correct Answer: a; [[-946.97253630460887], [-908.1008427195884], [-920.76166765332766], [-966.38526803426225], [-882.41862837899328]]; False.
Question ID: 654; Prediction: c; Correct Answer: e; [[-870.71671159597031], [-899.5060864211946], [-796.20513498870889], [-940.64604882496258], [-924.95041732453808]]; False.
Question ID: 655; Prediction: a; Correct Answer: d; [[-747.28846822062656], [-781.92162703198369], [-756.16325085952781], [-790.07096258324839], [-758.82440965478668]]; False.
Question ID: 656; Prediction: d; Correct Answer: c; [[-935.2530067859185], [-954.79135009045206], [-1059.4731935815298], [-916.50290174760016], [-944.50533854346202]]; False.
Question ID: 657; Prediction: a; Correct Answer: d; [[-1100.0474301814131], [-1181.0374271376318], [-1330.4224416625766], [-1132.6914734660952], [-1194.6392755014508]]; False.
Question ID: 658; Prediction: b; Correct Answer: e; [[-938.10648190391191], [-771.55812034929988], [-818.34908988059851], [-913.40744051318143], [-928.0550662823988]]; False.
Question ID: 659; Prediction: a; Correct Answer: c; [[-806.04089128557086], [-884.12516664809903], [-854.88670350500263], [-853.85959695444637], [-816.32143000702024]]; False.
Question ID: 660; Prediction: a; Correct Answer: c; [[-568.69869228672201], [-655.95718781320795], [-745.50665320733219], [-825.41629870779104], [-624.4065685873619]]; False.
Question ID: 661; Prediction: b; Correct Answer: e; [[-1025.0692649304203], [-966.65466469110925], [-1106.028552755138], [-974.70143563180602], [-1044.8232615396419]]; False.
Question ID: 662; Prediction: a; Correct Answer: c; [[-575.96362196775851], [-690.16032776455472], [-662.9850773786593], [-703.43770185242568], [-629.20948247445926]]; False.
Question ID: 663; Prediction: c; Correct Answer: c; [[-876.71432731709342], [-869.30652365198944], [-762.25858011304342], [-828.66803850902488], [-798.95071552482739]]; True.
Question ID: 664; Prediction: c; Correct Answer: e; [[-754.70814207135527], [-799.35644184705154], [-743.53076826713141], [-790.99116914036608], [-771.62917722387101]]; False.
Question ID: 665; Prediction: b; Correct Answer: b; [[-1029.5989409597619], [-989.7107582179807], [-1008.3849015578323], [-1141.1272901504406], [-1077.7946152191123]]; True.
Question ID: 666; Prediction: b; Correct Answer: e; [[-961.02752726620577], [-919.42133137690894], [-972.68127870927992], [-1018.0945220359541], [-1032.1483999895479]]; False.
Question ID: 667; Prediction: a; Correct Answer: b; [[-713.1739276862736], [-835.39266826595451], [-742.41885573596142], [-749.21245373904378], [-825.75466264193631]]; False.
Question ID: 668; Prediction: e; Correct Answer: c; [[-831.99719933856795], [-778.62966240154333], [-778.22612859135802], [-842.67463752980188], [-751.72215444370102]]; False.
Question ID: 669; Prediction: b; Correct Answer: c; [[-742.14588457783248], [-458.76393582231708], [-796.71647691019245], [-772.48949943458376], [-623.81818323923801]]; False.
Question ID: 670; Prediction: d; Correct Answer: d; [[-816.03286008746795], [-822.15965849715451], [-830.5386230405278], [-763.22913724443697], [-899.7734414793498]]; True.
Question ID: 671; Prediction: c; Correct Answer: a; [[-741.28121150519416], [-604.23508272351091], [-506.42495936633213], [-659.12812870185462], [-771.81582467744931]]; False.
Question ID: 672; Prediction: e; Correct Answer: b; [[-1193.7775702326767], [-1097.3889261216345], [-1124.2820798556381], [-1147.9331841980052], [-1055.3244783486502]]; False.
Question ID: 673; Prediction: b; Correct Answer: a; [[-1079.1308614568754], [-719.66245520877681], [-891.91906811798788], [-868.09030867628212], [-929.01541225621122]]; False.
Question ID: 674; Prediction: e; Correct Answer: a; [[-1128.5787925456639], [-1026.7916287081307], [-1041.9166347268481], [-1123.8808364481181], [-1024.6375982755803]]; False.
Question ID: 675; Prediction: a; Correct Answer: b; [[-1009.8816091742146], [-1117.5210499789187], [-1100.8677102528754], [-1026.1275037624018], [-1051.490955065578]]; False.
Question ID: 676; Prediction: a; Correct Answer: d; [[-740.98449938745739], [-908.13878068801625], [-850.65990727855103], [-783.73672661706235], [-881.51144375279034]]; False.
Question ID: 677; Prediction: b; Correct Answer: e; [[-1089.7395219875336], [-1006.0657948528074], [-1030.3825278036943], [-1031.7345794179876], [-1154.8082180752447]]; False.
Question ID: 678; Prediction: d; Correct Answer: e; [[-1211.9085590957473], [-1160.1263580903299], [-1222.0796350117218], [-1129.4344221740594], [-1247.2805087107927]]; False.
Question ID: 679; Prediction: a; Correct Answer: b; [[-1052.2206073901566], [-1094.6776568904988], [-1109.3798915134114], [-1113.1551696454699], [-1136.6492292723954]]; False.
Question ID: 680; Prediction: c; Correct Answer: b; [[-1309.626439352741], [-1307.1764708919511], [-1230.4047154841517], [-1340.4388659994311], [-1281.4964694451955]]; False.
Question ID: 681; Prediction: b; Correct Answer: e; [[-1012.8610580741355], [-877.88174988023729], [-975.55033571331455], [-921.20347457064463], [-969.34384162159483]]; False.
Question ID: 682; Prediction: e; Correct Answer: a; [[-893.66046479123304], [-910.8793972162], [-960.62134792129564], [-839.53126394595995], [-742.89551203038968]]; False.
Question ID: 683; Prediction: e; Correct Answer: b; [[-881.25855383107955], [-982.22326415505927], [-894.97214354322364], [-922.63085959429327], [-798.99290937347405]]; False.
Question ID: 684; Prediction: e; Correct Answer: e; [[-1082.7932735146603], [-1129.0208156480417], [-1129.0911554663294], [-1151.0826821127116], [-1005.5554346813216]]; True.
Question ID: 685; Prediction: e; Correct Answer: d; [[-813.67170565325353], [-697.65482739576476], [-761.41602905358718], [-721.47905911745011], [-686.399124463362]]; False.
Question ID: 686; Prediction: e; Correct Answer: d; [[-796.15978191217005], [-830.38286229049697], [-895.81481589717555], [-877.15339718756127], [-760.9343468017604]]; False.
Question ID: 687; Prediction: c; Correct Answer: e; [[-993.13115735075155], [-970.00370543344116], [-898.46941797422267], [-989.66256261111539], [-997.04591749559052]]; False.
Question ID: 688; Prediction: a; Correct Answer: b; [[-1034.6300298443202], [-1053.4274834262349], [-1036.3944083582953], [-1167.3698501467213], [-1092.5138174716276]]; False.
Question ID: 689; Prediction: d; Correct Answer: e; [[-849.74285874157908], [-1026.4807807641694], [-897.95700443675264], [-775.14985060562697], [-900.50184975312175]]; False.
Question ID: 690; Prediction: d; Correct Answer: a; [[-1001.4363473869743], [-1084.5748394919731], [-1111.6599056961074], [-979.28189643641883], [-1048.8487094025102]]; False.
Question ID: 691; Prediction: c; Correct Answer: e; [[-588.64528726046956], [-580.87314933946334], [-497.51673883776573], [-516.55772837725544], [-601.21430391873037]]; False.
Question ID: 692; Prediction: b; Correct Answer: c; [[-764.23281571556504], [-710.81296079355502], [-874.47849899588812], [-840.03345958037835], [-818.25583297448179]]; False.
Question ID: 693; Prediction: c; Correct Answer: e; [[-823.39602639026964], [-769.98370124884013], [-756.99795899878507], [-904.78504813125983], [-934.50037890798853]]; False.
Question ID: 694; Prediction: e; Correct Answer: e; [[-991.36676372270188], [-1023.6327123023418], [-1036.8444790076223], [-1110.4123603824416], [-888.61702761711206]]; True.
